text,dep,pos,head_text,head_pos,head_dep,next_verb,entity_label,frequency_in_doc,sentence_loc,sentence_num,label
just over 54 pct,dobj,NOUN,represents,VERB,ROOT,represents,PERCENT,1,2,1,none
the outstanding shares,pobj,NOUN,of,ADP,prep,represents,nonent,1,7,1,none
a fully diluted basis,pobj,NOUN,on,ADP,prep,diluted,nonent,1,-1,1,none
its Far West Savings and Loan Association unit,nsubj,NOUN,reached,VERB,ccomp,reached,nonent,1,5,0,none
an agreement,dobj,NOUN,reached,VERB,ccomp,reached,nonent,1,15,0,none
all the outstanding stock,dobj,NOUN,acquire,VERB,acl,acquire,nonent,1,21,0,none
Progressive Savings and Loan Association,pobj,PROPN,of,ADP,prep,acquire,ORG,1,26,0,acquired
Far West Financial Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
agreement in principle,pobj,NOUN,in,ADP,prep,reached,nonent,1,16,0,status
it,nsubj,PRON,expect,VERB,ccomp,expect,nonent,3,3,1,none
the cost,nsubj,NOUN,exceed,VERB,ccomp,exceed,nonent,1,7,1,none
the transaction,pobj,NOUN,of,ADP,prep,exceed,nonent,1,10,1,none
15 mln dlrs,dobj,NOUN,exceed,VERB,ccomp,exceed,MONEY,1,-1,1,none
about 87 pct,appos,NOUN,shares,NOUN,nsubjpass,tendered,PERCENT,1,9,0,none
response,pobj,NOUN,in,ADP,prep,tendered,nonent,1,21,0,none
Mobex's offer,pobj,NOUN,to,ADP,prep,tendered,nonent,1,-1,0,none
Grant Industries Inc,nmod,PROPN,shares,NOUN,nsubjpass,tendered,ORG,1,4,0,acquired
Mobex Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,2,4,0,none
the 50 pct interest,dobj,NOUN,acquire,VERB,xcomp,acquire,nonent,1,8,0,none
it,nsubj,PRON,own,ADJ,relcl,acquire,nonent,2,4,0,none
a four pct net smelter return royalty,dobj,NOUN,granting,VERB,conj,granting,nonent,1,-1,0,none
which,nsubj,PRON,is,AUX,relcl,granting,nonent,1,45,0,none
payback,pobj,NOUN,after,ADP,prep,granting,nonent,1,-1,0,none
gold,compound,NOUN,property,NOUN,pobj,acquire,nonent,2,20,0,acqbus
"Wawa, Ontario",pobj,PROPN,near,ADP,prep,acquire,nonent,1,-1,0,acqloc
nine mln dlrs,dobj,NOUN,paying,VERB,pcomp,paying,MONEY,1,27,0,drlamt
Canamax Resources Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Algoma Steel Corp Ltd,pobj,PROPN,to,ADP,dative,paying,ORG,1,31,0,seller
agreed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,5,0,status
it,nsubj,PRON,signed,VERB,ccomp,signed,nonent,8,3,0,none
a letter,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,5,0,none
U.S.,appos,PROPN,dlrs,NOUN,pobj,sell,GPE,1,-1,0,none
Gelco Express Ltd,appos,PROPN,unit,NOUN,dobj,sell,ORG,2,-1,0,acquired
courier,compound,NOUN,unit,NOUN,dobj,sell,nonent,1,13,0,acqbus
Canadian,amod,PROPN,unit,NOUN,dobj,sell,NORP,1,12,0,acqloc
54 mln dlrs,compound,NUM,mln,NUM,nummod,sell,nonent,1,23,0,drlamt
Air Canada,pobj,PROPN,to,ADP,dative,sell,ORG,1,19,0,purchaser
Gelco Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
letter of intent,pobj,NOUN,of,ADP,prep,sell,nonent,1,6,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
consummation,nsubj,NOUN,depends,VERB,ccomp,depends,nonent,1,2,1,none
the transaction,pobj,NOUN,of,ADP,prep,depends,nonent,1,4,1,none
execution,pobj,NOUN,on,ADP,prep,depends,nonent,1,8,1,none
a definitive agreement,pobj,NOUN,of,ADP,prep,expected,nonent,1,-1,1,none
which,nsubjpass,PRON,expected,VERB,relcl,expected,nonent,1,13,1,none
May.,pobj,PROPN,in,ADP,prep,expected,nonent,1,17,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,2,4,0,none
cash,pobj,NOUN,of,ADP,prep,purchase,nonent,1,-1,0,none
Dashwood Industries Ltd,dobj,PROPN,purchase,VERB,xcomp,purchase,ORG,1,-1,0,acquired
wood window and patio door manufacturer,appos,NOUN,Ltd,PROPN,dobj,purchase,nonent,1,-1,0,acqbus
Canadian,det,PROPN,manufacturer,NOUN,appos,purchase,NORP,1,12,0,acqloc
undisclosed amount,det,DET,amount,NOUN,pobj,purchase,nonent,1,21,0,drlamt
Trus Joist Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,4,7,0,none
"its Sunrise, Fla., branch",dobj,NOUN,sell,VERB,xcomp,sell,nonent,1,12,0,none
Fla.,appos,PROPN,Clearwater,PROPN,npadvmod,said,GPE,2,-1,0,none
"a ""substantial profit",pobj,NOUN,for,ADP,prep,said,nonent,1,-1,0,none
regulatory approval,pobj,NOUN,to,ADP,prep,said,nonent,1,-1,0,none
"Sunrise, Fla., branch",nmod,PROPN,branch,NOUN,dobj,sell,nonent,1,13,0,acquired
Fortune Financial Group Inc,pobj,PROPN,to,ADP,dative,sell,ORG,1,17,0,purchaser
Financial Security Savings and Loan Association,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
agreed to sell,xcomp,VERB,agreed,VERB,ccomp,agreed,nonent,1,9,0,status
its board,nsubj,NOUN,approved,VERB,ccomp,approved,nonent,1,4,0,none
the board,conj,NOUN,board,NOUN,nsubj,approved,nonent,1,7,0,none
Fleet Financial Group,pobj,PROPN,of,ADP,prep,approved,ORG,1,10,0,acquired
Norstar Bancorp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
definitive agreement,dobj,NOUN,approved,VERB,ccomp,approved,nonent,1,16,0,status
its board,nsubj,NOUN,agreed,VERB,ccomp,agreed,nonent,1,5,0,none
the board,conj,NOUN,board,NOUN,nsubj,agreed,nonent,1,8,0,none
the two bank holding companies,dobj,NOUN,merge,VERB,xcomp,merge,nonent,1,17,0,none
a transaction,pobj,NOUN,in,ADP,prep,create,nonent,1,23,0,none
which,nsubj,PRON,create,VERB,relcl,create,nonent,2,25,0,none
a 23 billion dlr asset bank holding company,dobj,NOUN,create,VERB,relcl,create,nonent,1,-1,0,none
Norstar Bancorp,pobj,PROPN,of,ADP,prep,agreed,ORG,1,11,0,acquired
Fleet Financial Group,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
agreed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,14,0,status
terms,pobj,NOUN,Under,ADP,prep,receive,nonent,1,1,1,none
the transaction,pobj,NOUN,of,ADP,prep,receive,nonent,2,-1,1,none
each Norstar shareholder,nsubj,NOUN,receive,VERB,ROOT,receive,nonent,1,5,1,none
1.2 shares,dobj,NOUN,receive,VERB,ROOT,receive,nonent,1,10,1,none
Fleet common stock,pobj,NOUN,of,ADP,prep,receive,nonent,1,13,1,none
the number,pobj,NOUN,on,ADP,prep,based,nonent,1,18,1,none
Fleet shares,pobj,NOUN,of,ADP,prep,based,nonent,1,21,1,none
effect,dobj,NOUN,giving,VERB,pcomp,giving,nonent,2,25,1,none
a previously announced April one Fleet stock split,pobj,NOUN,to,ADP,dative,announced,nonent,1,-1,1,none
4.5 mln Trilogy common shares,dobj,NOUN,purchase,VERB,xcomp,purchase,nonent,1,9,0,none
one dlr,pobj,NOUN,at,ADP,prep,purchase,MONEY,1,15,0,none
share,pobj,NOUN,per,ADP,prep,purchase,nonent,4,18,0,none
a private placement,pobj,NOUN,in,ADP,prep,purchase,nonent,2,-1,0,none
which,nsubj,PRON,increase,VERB,advcl,increase,nonent,1,23,0,none
its stake,dobj,NOUN,increase,VERB,advcl,increase,nonent,1,26,0,none
37 pct,pobj,NOUN,to,ADP,prep,increase,PERCENT,1,31,0,none
29 pct,pobj,NOUN,from,ADP,prep,increase,PERCENT,1,-1,0,none
Trilogy Resource Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Teck Corp,nsubj,PROPN,agreed,VERB,ccomp,agreed,ORG,1,4,0,purchaser
agreed to purchase,xcomp,VERB,agreed,VERB,ccomp,agreed,nonent,1,6,0,status
its board,nsubj,NOUN,approved,VERB,ccomp,approved,nonent,1,3,1,none
a private placement,dobj,NOUN,approved,VERB,ccomp,approved,nonent,2,6,1,none
3.5 mln common shares,pobj,NOUN,of,ADP,prep,approved,nonent,1,10,1,none
a price,pobj,NOUN,at,ADP,prep,approved,nonent,1,15,1,none
90 cts,pobj,NOUN,of,ADP,prep,approved,MONEY,1,18,1,none
share,pobj,NOUN,per,ADP,prep,approved,nonent,4,21,1,none
a group,pobj,NOUN,to,ADP,prep,approved,nonent,1,23,1,none
investors,pobj,NOUN,of,ADP,prep,approved,nonent,1,-1,1,none
it,nsubj,PRON,entered,VERB,ccomp,entered,nonent,1,3,0,none
a letter,pobj,NOUN,into,ADP,prep,entered,nonent,1,7,0,none
70 mln common shares,pobj,NOUN,for,ADP,prep,acquire,nonent,1,18,0,none
a transaction,pobj,NOUN,in,ADP,prep,give,nonent,1,23,0,none
that,nsubj,PRON,give,VERB,relcl,give,nonent,1,25,0,none
former Bard shareholders,dative,NOUN,give,VERB,relcl,give,nonent,1,28,0,none
control,dobj,NOUN,give,VERB,relcl,give,nonent,1,31,0,none
the combined company,pobj,NOUN,of,ADP,prep,give,nonent,1,-1,0,none
Bard International Associates Inc,dobj,PROPN,acquire,VERB,acl,acquire,ORG,1,13,0,acquired
"AMOUR INC"" / ""Amour Inc",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,purchaser
letter of intent,pobj,NOUN,of,ADP,prep,acquire,nonent,1,8,0,status
it,nsubj,PRON,entered,VERB,ccomp,entered,nonent,2,4,0,none
a corporate shell,appos,NOUN,Co,PROPN,dobj,purchase,nonent,1,18,0,none
active licenses,pobj,NOUN,with,ADP,prep,operate,nonent,1,22,0,none
12 states,pobj,NOUN,in,ADP,prep,operate,nonent,1,-1,0,none
"about 400,000 dlrs",pobj,NOUN,for,ADP,prep,purchase,DATE,1,-1,0,none
ISL Life Insurance Co,dobj,PROPN,purchase,VERB,acl,purchase,ORG,1,12,0,acquired
Dallas,pobj,PROPN,of,ADP,prep,purchase,GPE,1,-1,0,acqloc
American Travellers Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
entered into an agreement,pobj,NOUN,into,ADP,prep,purchase,nonent,1,6,0,status
he,nsubj,PRON,intends,VERB,ccomp,intends,nonent,19,7,0,none
the company's parent,pobj,NOUN,to,ADP,prep,take,nonent,1,16,0,none
some point,pobj,NOUN,at,ADP,prep,take,nonent,1,20,0,none
the future,pobj,NOUN,in,ADP,prep,take,nonent,2,23,0,none
substantial funding,nsubj,NOUN,is,AUX,conj,intends,nonent,1,26,0,none
such a purchase,pobj,NOUN,for,ADP,prep,intends,nonent,1,-1,0,none
Fairchild Semiconductor Corp,compound,PROPN,president,NOUN,compound,said,ORG,1,0,0,acquired
Donald Brooks,nsubj,PROPN,said,VERB,ROOT,said,PERSON,1,4,0,purchaser
management buyout proposal,dobj,NOUN,take,VERB,xcomp,take,nonent,1,12,0,status
Schlumberger Ltd,pobj,PROPN,by,ADP,agent,owned,ORG,1,4,1,seller
Puritan-Bennedtt Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,5,3,0,none
a majority interest,dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,6,0,none
which,nsubj,PRON,makes,VERB,relcl,makes,nonent,1,12,0,none
a heart monitor,dobj,NOUN,makes,VERB,relcl,makes,nonent,1,14,0,none
undisclosed terms,pobj,NOUN,for,ADP,prep,acquired,nonent,1,-1,0,none
Medicom Inc,pobj,PROPN,in,ADP,prep,makes,ORG,1,-1,0,acquired
heart monitor for use in diagnosing heart disorders,pobj,NOUN,for,ADP,prep,diagnosing,nonent,1,18,0,acqbus
Puritan-Bennedtt Corp,punct,PROPN,Corp,PROPN,nsubj,said,ORG,1,0,0,purchaser
acquired,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,1,5,0,status
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,4,3,0,none
a Houston investor,appos,NOUN,Kaplan,PROPN,pobj,sell,nonent,1,-1,0,none
Union Flonetics Corp,compound,PROPN,subsidiary,NOUN,dobj,sell,ORG,1,10,0,acquired
Irvin Kaplan,pobj,PROPN,to,ADP,dative,sell,PERSON,1,-1,0,purchaser
Union Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
agreed in principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,4,0,status
The unit,nsubj,NOUN,makes,VERB,ROOT,makes,nonent,1,0,1,none
the military,pobj,NOUN, ,SPACE,dep,makes,nonent,1,-1,1,none
valves and marine specialty equipment,compound,NOUN,equipment,NOUN,conj,makes,nonent,1,3,1,acqbus
the U.K.,pobj,PROPN,of,ADP,prep,said,nonent,1,3,0,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,4,6,0,none
the acquisition,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,8,0,none
approval,pobj,NOUN,following,VERB,prep,following,nonent,1,14,0,none
Ranco shareholders,pobj,NOUN,by,ADP,prep,following,nonent,1,-1,0,none
Ranco Inc,pobj,PROPN,of,ADP,prep,completed,ORG,1,-1,0,acquired
Siebe Plc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,7,0,status
the terms,pobj,NOUN,to,ADP,prep,According,nonent,1,2,1,none
the deal,pobj,NOUN,of,ADP,prep,According,nonent,1,-1,1,none
Ranco holders,nsubj,NOUN,receive,VERB,ROOT,receive,nonent,1,7,1,none
40 dlrs,dobj,NOUN,receive,VERB,ROOT,receive,MONEY,1,11,1,none
cash,pobj,NOUN,in,ADP,prep,receive,nonent,1,-1,1,none
it,nsubj,PRON,signed,VERB,ccomp,signed,nonent,4,4,0,none
a letter,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,6,0,none
N.Y.,appos,PROPN,Center,PROPN,appos,merge,GPE,1,19,0,none
Marketing Technologies Group Inc,pobj,PROPN,with,ADP,prep,merge,ORG,1,-1,0,acquired
"Rockville Center, N.Y.",appos,PROPN,Inc,PROPN,pobj,merge,nonent,1,17,0,acqloc
Pilgrim Venture Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
letter of intent,pobj,NOUN,of,ADP,prep,merge,nonent,1,7,0,status
terms,pobj,NOUN,Under,ADP,prep,said,nonent,1,1,1,none
the agreement,pobj,NOUN,of,ADP,prep,said,nonent,1,-1,1,none
a publicly held corporation,appos,NOUN,Pilgrim,PROPN,nsubj,said,nonent,1,-1,1,none
it,nsubj,PRON,issue,VERB,ccomp,issue,nonent,4,11,1,none
two mln shares,dobj,NOUN,issue,VERB,ccomp,issue,nonent,1,14,1,none
authorized but unissued restricted common stock,pobj,NOUN,of,ADP,prep,issue,nonent,1,18,1,none
Marketing Technologies shareholders,pobj,NOUN,to,ADP,dative,issue,nonent,1,-1,1,none
the company's board,nsubj,NOUN,study,VERB,ccomp,study,nonent,1,6,0,none
its financial and legal advisors,conj,NOUN,board,NOUN,nsubj,study,nonent,1,10,0,none
the unsolicited tender offer,dobj,NOUN,study,VERB,ccomp,study,nonent,1,17,0,none
GenCorp Inc,compound,PROPN,chairman,NOUN,compound,said,ORG,1,0,0,acquired
General Partners,pobj,PROPN,from,ADP,prep,study,ORG,3,-1,0,purchaser
will study,aux,AUX,study,VERB,ccomp,study,nonent,1,15,0,status
our advice,nsubj,NOUN,is,AUX,ccomp,wait,nonent,1,2,1,none
all our shareholders,pobj,NOUN,to,ADP,prep,wait,nonent,1,5,1,none
the board,nsubj,NOUN,advises,VERB,advcl,advises,nonent,2,12,1,none
them,dobj,PRON,advises,VERB,advcl,advises,nonent,1,15,1,none
its position,pobj,NOUN,of,ADP,prep,advises,nonent,1,17,1,none
which,nsubj,PRON,happen,VERB,advcl,happen,nonent,2,20,1,none
March,pobj,PROPN,before,ADP,conj,happen,nonent,1,26,1,none
Reynolds,nsubj,PROPN,said,VERB,ROOT,said,nonent,3,28,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,1,3,0,none
all the stock,dobj,NOUN,acquire,VERB,xcomp,acquire,nonent,1,7,0,none
a wholly owned subsidiary,appos,NOUN,Corp,PROPN,pobj,owned,nonent,1,14,0,none
RentCo Trailer Corp,pobj,PROPN,of,ADP,prep,owned,ORG,1,-1,0,acquired
70 mln dlrs,pobj,NOUN,for,ADP,prep,acquire,nonent,2,-1,0,drlamt
XTRA Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Fruehauf Corp,pobj,PROPN,of,ADP,prep,owned,ORG,1,19,0,seller
agreed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,4,0,status
revenues,dobj,NOUN,had,VERB,ROOT,had,nonent,1,2,1,none
70 mln dlrs,pobj,NOUN,of,ADP,prep,had,nonent,2,-1,1,drlamt
LDBrinkman Corp Chairman L.D. Brinkman,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,0,none
members,conj,NOUN,Brinkman,PROPN,nsubj,said,nonent,1,6,0,none
his family,pobj,NOUN,of,ADP,prep,said,nonent,1,8,0,none
they,nsubj,PRON,cut,VERB,ccomp,cut,nonent,1,11,0,none
their stake,dobj,NOUN,cut,VERB,ccomp,cut,nonent,1,13,0,none
"3,647 shares",pobj,NOUN,to,ADP,prep,cut,nonent,1,-1,0,none
0.4 pct,conj,NOUN,shares,NOUN,pobj,cut,PERCENT,1,22,0,none
the total,pobj,NOUN,of,ADP,prep,cut,nonent,1,25,0,none
"912,147 shares",pobj,NOUN,from,ADP,prep,cut,nonent,1,-1,0,none
9.4 pct,conj,NOUN,shares,NOUN,pobj,cut,PERCENT,1,-1,0,none
Cenergy Corp,pobj,PROPN,in,ADP,prep,cut,ORG,1,16,0,acquired
L.D. Brinkman,nsubj,PROPN,said,VERB,ROOT,said,PERSON,1,3,0,seller
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,4,5,0,none
1.2 mln shares,dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,-1,0,none
12 pct,conj,NOUN,shares,NOUN,dobj,acquired,PERCENT,1,-1,0,none
Cenergy Corp.,pobj,PROPN,of,ADP,prep,acquired,ORG,1,14,0,none
Snyder Oil Partners LP,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
acquired,ccomp,VERB,said,VERB,ROOT,said,nonent,1,6,0,status
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,6,3,0,none
the sale,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,5,0,none
cash,pobj,NOUN,in,ADP,prep,completed,nonent,1,-1,0,none
securities,conj,NOUN,cash,NOUN,pobj,completed,nonent,1,-1,0,none
royalties,conj,NOUN,securities,NOUN,conj,completed,nonent,1,24,0,none
other considerations,conj,NOUN,royalties,NOUN,conj,completed,nonent,1,-1,0,none
Greyhound Lines,compound,PROPN,unit,NOUN,pobj,completed,ORG,1,9,0,acquired
350 mln dlrs,pobj,NOUN,for,ADP,prep,completed,MONEY,1,18,0,drlamt
GLI Holdings Inc,compound,PROPN,Inc,PROPN,pobj,based,ORG,1,14,0,purchaser
"GREYHOUND CORP"" / ""Greyhound corp"" / ""Greyhound Corp",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,seller
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,4,0,status
privately-held Wagner,pobj,PROPN,by,ADP,prep,held,nonent,1,4,0,none
Brown,conj,PROPN,Wagner,PROPN,pobj,held,nonent,1,7,0,none
AFG Industries Inc,pobj,PROPN,by,ADP,conj,controlled,ORG,1,-1,0,none
plans,dobj,NOUN,said,VERB,ROOT,said,nonent,3,14,0,none
it,nsubj,PRON,succeeds,VERB,advcl,succeeds,nonent,23,26,0,none
the company,dobj,NOUN,acquiring,VERB,pcomp,acquiring,nonent,1,-1,0,none
aerospace and soft drink bottling,case,PART,Inc,PROPN,poss,sell,nonent,1,19,0,acqbus
General Partners,nsubj,PROPN,said,VERB,ROOT,controlled,ORG,10,-1,0,purchaser
a filing,pobj,NOUN,In,ADP,prep,said,nonent,1,1,1,none
the Securities and Exchange Commission,pobj,PROPN,with,ADP,prep,said,ORG,1,-1,1,none
proceeds,nsubj,NOUN,help,VERB,ccomp,help,nonent,1,12,1,none
the sale,pobj,NOUN,from,ADP,prep,help,nonent,2,14,1,none
GenCorp's aerospace division,pobj,NOUN,of,ADP,prep,help,nonent,1,17,1,none
it,nsubj,PRON,repay,VERB,ccomp,repay,nonent,23,22,1,none
some,dobj,PRON,repay,VERB,ccomp,repay,nonent,1,24,1,none
the debt,pobj,NOUN,of,ADP,prep,incur,nonent,1,26,1,none
it,nsubj,PRON,incur,VERB,relcl,incur,nonent,23,22,1,none
the 100 dlr a share cash tender offer,pobj,NOUN,in,ADP,prep,incur,nonent,1,-1,1,none
General Partners,nsubj,PROPN,said,VERB,ROOT,said,ORG,10,9,1,purchaser
a two pct stake,dobj,NOUN,buy,VERB,xcomp,buy,nonent,1,7,0,none
(BPI,appos,PROPN,Sarl,PROPN,pobj,based,nonent,1,-1,0,none
Portugal's largest merchant bank,appos,NOUN,Sarl,PROPN,pobj,based,nonent,1,-1,0,none
a Sanwa official,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,23,0,none
Banco Portugues de Investmento Sarl,nmod,PROPN,Sarl,PROPN,pobj,based,ORG,1,13,0,acquired
Sanwa Bank Ltd,nsubj,PROPN,agreed,VERB,ccomp,agreed,ORG,1,0,0,purchaser
agreed to buy,aux,PART,buy,VERB,xcomp,buy,nonent,1,4,0,status
the shares,dobj,NOUN,purchase,VERB,ccomp,purchase,nonent,1,3,1,none
a BPI shareholder,appos,NOUN,Corp,PROPN,pobj,purchase,nonent,1,9,1,none
sister organisation,conj,NOUN,shareholder,NOUN,appos,purchase,nonent,1,13,1,none
the World Bank,pobj,PROPN,of,ADP,prep,purchase,ORG,1,-1,1,none
he,nsubj,PRON,said,VERB,ROOT,said,nonent,11,23,1,none
351 mln yen,pobj,NOUN,for,ADP,prep,purchase,MONEY,1,-1,1,drlamt
International Finance Corp,pobj,PROPN,from,ADP,prep,purchase,ORG,1,-1,1,seller
it,nsubj,PRON,holding,VERB,ccomp,holding,nonent,15,4,0,none
the possible equity investment,pobj,NOUN,on,ADP,prep,holding,nonent,1,17,0,none
Japan,pobj,PROPN,of,ADP,prep,holding,nonent,2,-1,0,none
Shearson Lehman Brothers Inc,compound,PROPN,subsidiary,NOUN,conj,holding,ORG,1,7,0,acquired
Nippon Life Insurance Co,pobj,PROPN,by,ADP,prep,holding,ORG,1,25,0,purchaser
American Express Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
holding talks,dobj,NOUN,holding,VERB,ccomp,holding,nonent,1,14,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,4,0,1,none
The discussions,nsubj,NOUN,led,VERB,ccomp,led,nonent,1,-1,1,none
a general understanding,pobj,NOUN,to,ADP,prep,purchase,nonent,1,8,1,none
which,pobj,PRON,by,ADP,prep,purchase,nonent,1,12,1,none
a 13 pct equity investment,dobj,NOUN,purchase,VERB,relcl,purchase,nonent,1,17,1,none
"mutually advantageous, nonexclusive business and investment opportunities",dobj,NOUN,explore,VERB,conj,explore,nonent,1,-1,1,none
530 mln dlrs,advmod,ADV,mln,NUM,nummod,purchase,nonent,1,27,1,drlamt
it,nsubj,PRON,have,VERB,ccomp,have,nonent,7,3,0,none
a news release,dobj,NOUN,have,VERB,ccomp,have,nonent,1,6,0,none
response,pobj,NOUN,in,ADP,prep,have,nonent,1,11,0,none
today's acquisition bid,pobj,NOUN,to,ADP,prep,have,nonent,1,13,0,none
22 dlrs,pobj,NOUN,for,ADP,prep,have,MONEY,1,22,0,none
Rospatch Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Diagnostic Retrieval Systems Inc,pobj,PROPN,by,ADP,prep,have,ORG,1,17,0,purchaser
Xerox Corp's U.K. unit,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,-1,0,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,6,8,0,none
its South African company,dobj,NOUN,sell,VERB,xcomp,sell,nonent,1,-1,0,none
Altron Group's Fintech unit,pobj,NOUN,to,ADP,dative,sell,nonent,1,-1,0,none
Rank Xerox South Africa Pty Ltd,appos,PROPN,company,NOUN,dobj,sell,ORG,1,-1,0,acquired
Rank Xerox Ltd,appos,PROPN,unit,NOUN,nsubj,said,ORG,1,-1,0,seller
agreed in principle,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,1,9,0,status
Terms,nsubjpass,PROPN,disclosed,VERB,ROOT,disclosed,nonent,1,0,1,none
the deal,pobj,NOUN,of,ADP,prep,disclosed,nonent,2,2,1,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,4,4,0,none
the sale,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,6,0,none
a new company,appos,NOUN,Inc,PROPN,pobj,formed,nonent,1,16,0,none
Newman's employees,pobj,NOUN,by,ADP,agent,formed,nonent,1,-1,0,none
Newman Division,pobj,PROPN,of,ADP,prep,completed,ORG,1,10,0,acquired
Newman Manufacturing Inc,pobj,PROPN,to,ADP,prep,formed,ORG,1,-1,0,purchaser
Amcast Industrial Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
The sale price,nsubjpass,NOUN,disclosed,VERB,ROOT,disclosed,nonent,1,0,1,none
its investment banker,nsubj,NOUN,received,VERB,ccomp,received,nonent,1,-1,0,none
Butcher,appos,PROPN,banker,NOUN,nsubj,received,nonent,1,6,0,none
Singer Inc,conj,PROPN,Butcher,PROPN,appos,received,nonent,1,-1,0,none
another company,pobj,NOUN,from,ADP,prep,received,nonent,1,16,0,none
FCS Laboratories,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
healthcare,prep,ADP,company,NOUN,pobj,received,nonent,1,20,0,acqbus
preliminary merger proposal,amod,ADJ,proposal,NOUN,dobj,received,nonent,1,12,0,status
various aspects,nsubjpass,NOUN,defined,VERB,advcl,defined,nonent,1,4,1,none
the proposal,pobj,NOUN,of,ADP,prep,defined,nonent,1,7,1,none
its board,nsubj,NOUN,consider,VERB,ccomp,consider,nonent,1,12,1,none
it,dobj,PRON,consider,VERB,ccomp,consider,nonent,4,-1,1,none
an investment fund,conj,NOUN,Soros,PROPN,nsubj,controls,nonent,1,6,0,none
he,nsubj,PRON,controls,VERB,relcl,controls,nonent,5,9,0,none
they,nsubj,PRON,raised,VERB,ccomp,raised,nonent,1,12,0,none
their stake,dobj,NOUN,raised,VERB,ccomp,raised,nonent,1,14,0,none
"2,485,510 shares",pobj,NOUN,to,ADP,prep,raised,nonent,1,-1,0,none
8.1 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,25,0,none
the total,pobj,NOUN,of,ADP,prep,raised,nonent,1,28,0,none
"1,986,710 shares",pobj,NOUN,from,ADP,prep,raised,nonent,1,-1,0,none
6.5 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,-1,0,none
King World Productions Inc,pobj,PROPN,in,ADP,prep,raised,ORG,1,17,0,acquired
